Season,TeamName,eFGPct,TOPct,ORPct,FTRate,eFGPctD,TOPctD,ORPctD,FTRateD
2019,Nicholls St.,50.15281174,17.21750884,23.54124748,21.88264059,50.96273292,18.10987973,33.64879075,35.96273292
2019,Norfolk St.,49.62646745,20.26799258,27.39726027,38.20704376,49.21663965,20.73150177,28.90559733,42.57158293
2019,North Alabama,44.50867052,19.27898542,27.32003469,30.80924855,52.62355095,17.18556023,25.10288066,38.01098231
2019,North Carolina,52.86307054,17.20760094,35.3200883,30.20746888,48.93238434,18.30362647,22.85513361,28.4252669
2019,North Carolina A&T,51.05105105,19.42650225,27.08124373,31.05105105,48.76152074,20.69876688,34.69767442,31.97004608
2019,North Carolina Central,49.88269795,22.69360633,34.81195757,33.48973607,49.88505747,17.51197951,26.91943128,31.37931034
2019,North Carolina St.,52.04829668,17.25521091,35.96168018,28.50366537,49.38635248,21.55940606,28.76386688,38.78252332
2019,North Dakota,51.2574454,17.91004396,20.97130243,27.20052945,52.48203788,17.31484613,25.40415704,29.98040496
2019,North Dakota St.,53.54374308,15.74767518,20.74215033,32.22591362,53.63636364,14.43536892,25.8812616,26.49350649
2019,North Florida,52.12879191,21.74401464,29.38557435,25.33262374,48.11507937,16.92175333,32.76561233,30.60515873
2019,North Texas,49.2173913,20.11313639,30.72625698,27.65217391,47.42785445,19.81735497,24.35282838,37.70388959
2019,Northeastern,56.49350649,16.61307026,22.65402844,34.30735931,52.09735888,16.70027797,24.61677187,27.75763853
2019,Northern Arizona,50.27487631,17.00367384,25.8178603,33.75481034,54.95372891,16.59229464,26.39691715,29.66793685
2019,Northern Colorado,52.92035398,18.39800126,27.79960707,34.80825959,51.36390017,18.6388128,25.81280788,28.14857806
2019,Northern Illinois,52.58253461,17.14540446,27.21342032,26.51757188,51.87606595,17.78549956,26.75044883,39.11313246
2019,Northern Iowa,48.87152778,17.854893,23.23612418,27.60416667,51.06951872,18.19087217,23.12252964,32.44206774
2019,Northern Kentucky,54.578564,17.83709008,30.61946903,34.75546306,49.14392723,18.40128028,26.03806228,35.15248796
2019,Northwestern,46.60645868,16.14596322,24.13194444,30.15873016,46.66666667,17.86263172,26.2966333,34.01129944
2019,Northwestern St.,44.66540404,22.67253814,28.92483349,33.58585859,51.16065974,19.52075033,34.76095618,36.46915089
2019,Notre Dame,46.22402433,13.91359883,28.9514867,30.1064369,49.00299103,16.3769901,31.14215283,21.83449651
2019,Oakland,54.23119469,18.49077411,25.63380282,35.67477876,53.02254098,17.15409164,32.52904379,27.97131148
2019,Ohio,48.60637088,20.04223682,28.17281728,33.16268487,50.83379655,18.37590766,27.42382271,31.23957754
2019,Ohio St.,50.28482651,18.73296458,27.5862069,33.66131538,48.31518922,18.17822986,25.87646077,31.77812338
2019,Oklahoma,50.43037975,16.96663264,25.82001682,31.29113924,47.51908397,17.30511908,27.95779955,23.13931298
2019,Oklahoma St.,50.11135857,18.01645333,26.36282395,30.56792873,50.29842648,17.64593501,29.35455349,31.47042865
2019,Old Dominion,47.13721619,17.81046911,32.11289092,28.87462981,45.62798092,18.50891888,24.78087649,32.43243243
2019,Oral Roberts,52.22158107,20.35512422,29.75609756,26.13964224,54.13597734,14.53937444,27.13864307,32.74787535
2019,Oregon,51.99905927,17.7263815,29.57860616,29.3508937,46.39861865,20.88751951,28.76712329,33.94178589
2019,Oregon St.,52.17013889,18.29518858,30.76162216,36.80555556,50.17006803,17.58053278,29.02638763,33.50340136
2019,Pacific,47.67811705,19.578097,26.81451613,40.5216285,54.16393443,19.22848813,23.06855277,42.2295082
2019,Penn,52.56336406,18.33551613,24.76190476,28.11059908,49.07042254,19.00226217,26.23255814,25.46478873
2019,Penn St.,47.52370917,18.10293492,31.9201995,32.2971549,49.94337486,19.6455409,26.28624883,34.08833522
2019,Pepperdine,52.01484624,18.04376573,24.91197183,35.68398727,53.85237069,20.85910506,29.46096654,35.72198276
2019,Pittsburgh,47.88158609,19.64546082,32.07705193,42.3139598,47.71653543,21.22411393,32.76283619,32.91338583
2019,Portland,47.2611465,19.90158957,20.29126214,38.98089172,51.78674352,16.34076594,30.11472275,34.63976945
2019,Portland St.,46.90489589,19.386264,38.71252205,37.25379854,53.72208437,18.80175353,28.54166667,43.30024814
2019,Prairie View A&M,49.02402402,17.36960117,29.64118565,43.09309309,51.21885157,24.7151568,34.27812223,46.20801733
2019,Presbyterian,53.39680906,14.68753264,25.30120482,30.51981472,53.36870027,17.85370734,27.36273627,33.10344828
2019,Princeton,46.98360656,17.84106719,24.29022082,29.83606557,49.7382199,17.24090897,24.66814159,28.59947644
2019,Providence,48.02331475,18.68795834,31.77124702,39.07754688,49.66268812,20.15779776,28.26460481,32.79709393
2019,Purdue,53.58974359,15.83993764,34.50760608,29.88344988,48.99849775,18.62543848,26.9726248,31.74762143
2019,Purdue Fort Wayne,55.78804348,16.7621809,23.05447471,26.90217391,53.95495024,17.12460643,28.58472998,24.98690414
2019,Quinnipiac,52.77456647,19.40589893,29.75517891,37.34104046,50.73956683,15.66500275,29.33333333,27.04701532
2019,Radford,52.73145486,16.39354567,29.70588235,27.02702703,51.8597561,18.00272807,24.9490835,30.67073171
2019,Rhode Island,47.3876698,17.8309036,31.47377186,36.7816092,48.65236524,20.16433049,27.9788173,35.69856986
2019,Rice,49.97147747,18.86544666,26.73796791,38.39132915,51.63101604,14.93704856,24.48979592,30.58823529
