Season,Date,School 1,School 2,Outcome,PTS,OPP,MOV,OT,eFGPct_1,TOPct_1,ORPct_1,FTRate_1,eFGPctD_1,TOPctD_1,ORPctD_1,FTRateD_1,eFGPct_2,TOPct_2,ORPct_2,FTRate_2,eFGPctD_2,TOPctD_2,ORPctD_2,FTRateD_2,AdjTempo_1,AdjOE_1,AdjDE_1,AdjEM_1,seed_1,AdjTempo_2,AdjOE_2,AdjDE_2,AdjEM_2,seed_2
2019,2019-03-21,Nevada,Florida,L,61,70,-9,,53.65182591,14.64157771,27.18932444,40.82041021,47.70665323,19.17547536,24.84126984,27.97379032,49.75186104,17.85970563,30.66884176,29.92555831,48.09498956,22.40967826,32.23413026,33.61169102,69.283,114.125,95.1961,18.9289,7.0,62.7575,110.318,91.9997,18.3178,10.0
2019,2019-03-21,Gonzaga,Fairleigh Dickinson,W,87,49,38,,58.97722197,14.9182384,31.53384747,35.32827155,44.17109929,18.96963817,26.77111717,25.88652482,54.23775454,19.73593842,29.54110899,35.66318107,51.96382429,20.21944693,33.24584427,29.40568475,69.8432,125.258,92.3982,32.8597,1.0,66.8424,106.296,110.55,-4.253819999999999,16.0
2019,2019-03-21,Kentucky,Abilene Christian,W,79,44,35,,52.95121951,18.60752986,36.78357571,41.90243902,46.64948454,17.92871439,25.46816479,26.80412371,51.93353474,17.30826619,27.00507614,34.01812689,49.83755686,23.27663384,28.48101266,38.27160494,65.9094,118.35799999999999,90.8807,27.476999999999997,2.0,66.0723,103.756,101.654,2.10207,15.0
2019,2019-03-21,Villanova,Saint Mary's (CA),W,61,57,4,,53.19465082,16.85115167,30.28571429,34.42298167,50.39761431,18.03073229,27.732463300000003,28.18091451,53.832021,16.28547479,31.06976744,29.13385827,48.85496183,16.33109237,23.04189435,29.11668484,63.675,117.095,98.3195,18.7752,6.0,62.7127,114.806,97.0644,17.7412,11.0
2019,2019-03-21,Michigan,Montana,W,74,55,19,,51.59372027,13.94176409,24.67948718,27.54519505,44.06657019,17.9666186,24.82967449,24.07139411,56.03632479,17.39850413,27.55980861,31.35683761,50.02791736,19.253167,25.0,37.29759911,64.652,115.71600000000001,86.0482,29.6683,2.0,66.6216,107.47200000000001,103.93299999999999,3.53882,15.0
2019,2019-03-21,Purdue,Old Dominion,W,61,48,13,,53.58974359,15.83993764,34.50760608,29.88344988,48.99849775,18.62543848,26.972624800000002,31.74762143,47.13721619,17.81046911,32.11289092,28.87462981,45.62798092,18.50891888,24.78087649,32.43243243,65.6852,121.212,95.1747,26.0368,3.0,64.3576,102.052,96.4764,5.57545,14.0
2019,2019-03-21,Syracuse,Baylor,L,69,78,-9,,49.55427373,18.50498085,30.15612161,36.75930781,48.03657881,23.08758224,33.36079077,34.26573427,51.1698881,19.67108274,37.91069924,32.29908444,49.11717496,18.56844357,29.391602399999996,36.49010166,66.1282,110.32799999999999,94.027,16.3006,8.0,65.3193,113.646,98.3427,15.3036,9.0
2019,2019-03-21,Wofford,Seton Hall,W,84,68,16,,57.47516989,16.07223373,31.82711198,27.75744903,49.88655701,19.13143731,25.2173913,31.76403857,49.87629886,17.47658459,29.50285249,34.48787729,49.64539007,19.75974885,29.15282392,32.82674772,65.7033,118.48299999999999,97.7629,20.7206,7.0,68.9881,109.419,96.5216,12.897,10.0
2018,2018-04-02,Villanova,Michigan,W,79,62,17,,59.50819672,15.04551268,29.56989247,29.42622951,48.47980008,18.19622004,27.0963271,26.697209499999996,53.90693591,14.03151433,25.45045045,30.68481124,47.71256932,19.50078739,24.88653555,29.89833641,68.277,127.384,95.9749,31.4091,1.0,64.3592,115.9,92.7095,23.1909,3.0
2018,2018-03-31,Michigan,Loyola (IL),W,69,57,12,,53.90693591,14.03151433,25.45045045,30.68481124,47.71256932,19.50078739,24.88653555,29.89833641,57.66384778,19.10516591,22.11350294,32.2410148,47.39151633,19.43456532,25.87959343,25.20721599,64.3592,115.9,92.7095,23.1909,3.0,65.3221,111.331,96.1911,15.1402,11.0
